생산일자,제품유형,교대,라인,작업조,불량률
2026-03-25,브라켓,야간,L2,B조,0.021551724137931036
2026-03-30,샤프트,주간,L3,A조,0.013422818791946308
2026-03-21,샤프트,주간,L3,A조,0.028708133971291867
2026-03-31,브라켓,야간,L3,B조,0.028846153846153848
2026-03-29,기어,야간,L3,C조,0.022388059701492536
2026-03-23,기어,주간,L3,C조,0.011363636363636364
2026-03-25,샤프트,야간,L2,B조,0.023255813953488372
2026-03-19,브라켓,주간,L3,B조,0.01904761904761905
2026-03-07,하우징,주간,L3,A조,0.012658227848101266
2026-03-04,샤프트,주간,L3,A조,0.020618556701030927
2026-03-12,샤프트,주간,L2,C조,0.020161290322580645
2026-03-15,샤프트,주간,L3,A조,0.02127659574468085
2026-03-11,샤프트,주간,L3,C조,0.019801980198019802
2026-03-04,샤프트,주간,L3,C조,0.019138755980861243
2026-03-16,샤프트,주간,L3,B조,0.015306122448979591
2026-03-16,샤프트,주간,L3,B조,0.03765690376569038
2026-03-30,기어,야간,L2,A조,0.02631578947368421
2026-03-30,기어,야간,L3,C조,0.022598870056497175
2026-03-20,기어,주간,L3,B조,0.01904761904761905
2026-03-27,브라켓,주간,L2,B조,0.015228426395939087
2026-03-10,샤프트,주간,L3,C조,0.020080321285140562
2026-03-31,브라켓,야간,L2,C조,0.027624309392265192
2026-03-30,브라켓,주간,L2,C조,0.012605042016806723
2026-03-04,브라켓,주간,L3,A조,0.02054794520547945
2026-03-22,샤프트,야간,L1,C조,0.03643724696356275
2026-03-15,샤프트,주간,L3,A조,0.017543859649122806
2026-03-09,하우징,주간,L2,A조,0.009615384615384616
2026-03-13,샤프트,야간,L2,A조,0.02127659574468085
2026-03-29,샤프트,야간,L3,C조,0.018404907975460124
2026-03-29,샤프트,주간,L2,A조,0.02197802197802198
2026-03-11,하우징,주간,L3,A조,0.01293103448275862
2026-03-15,하우징,주간,L3,C조,0.016666666666666666
2026-03-17,샤프트,주간,L2,A조,0.010309278350515464
2026-03-23,브라켓,주간,L3,B조,0.029661016949152543
2026-03-15,하우징,주간,L3,C조,0.013071895424836602
2026-03-13,샤프트,야간,L3,C조,0.0273224043715847
2026-03-29,기어,야간,L3,B조,0.023952095808383235
2026-03-12,샤프트,야간,L1,B조,0.023923444976076555
2026-03-09,브라켓,야간,L3,A조,0.023255813953488372
2026-03-11,하우징,주간,L1,B조,0.0070921985815602835
2026-03-11,하우징,주간,L3,C조,0.01639344262295082
2026-03-18,하우징,주간,L3,A조,0.010526315789473684
2026-03-21,샤프트,주간,L3,B조,0.017699115044247787
2026-03-05,브라켓,주간,L3,C조,0.0213903743315508
2026-03-28,브라켓,야간,L3,B조,0.025
2026-03-08,하우징,주간,L3,B조,0.036585365853658534
2026-03-04,기어,주간,L3,A조,0.028037383177570093
2026-03-21,샤프트,주간,L3,A조,0.015625
2026-03-07,샤프트,야간,L2,A조,0.02976190476190476
2026-03-24,샤프트,야간,L1,B조,0.024844720496894408
2026-03-30,하우징,주간,L1,A조,0.017142857142857144
2026-03-22,하우징,주간,L3,B조,0.03048780487804878
2026-03-25,브라켓,야간,L2,A조,0.028985507246376812
2026-03-16,샤프트,주간,L3,B조,0.012345679012345678
2026-03-11,샤프트,야간,L3,C조,0.023809523809523808
2026-03-20,샤프트,야간,L3,A조,0.04568527918781726
2026-03-12,브라켓,야간,L3,B조,0.024271844660194174
2026-03-28,하우징,주간,L2,A조,0.03333333333333333
2026-03-15,기어,야간,L3,B조,0.04132231404958678
2026-03-16,하우징,주간,L3,B조,0.020134228187919462
2026-03-21,기어,주간,L3,C조,0.021164021164021163
2026-03-06,샤프트,주간,L3,C조,0.022222222222222223
2026-03-18,샤프트,주간,L3,A조,0.022857142857142857
2026-03-24,샤프트,주간,L3,A조,0.023255813953488372
2026-03-25,샤프트,야간,L2,B조,0.0196078431372549
2026-03-07,기어,야간,L3,A조,0.033816425120772944
2026-03-02,기어,주간,L3,A조,0.011111111111111112
2026-03-07,하우징,야간,L3,B조,0.03686635944700461
2026-03-26,기어,야간,L3,B조,0.015151515151515152
2026-03-09,기어,주간,L3,A조,0.017241379310344827
2026-03-02,브라켓,야간,L3,C조,0.022598870056497175
2026-03-19,기어,야간,L2,B조,0.03409090909090909
2026-03-28,하우징,야간,L3,C조,0.028735632183908046
2026-03-07,샤프트,주간,L3,A조,0.016129032258064516
2026-03-02,하우징,야간,L3,B조,0.025974025974025976
2026-03-05,기어,야간,L2,A조,0.027777777777777776
2026-03-04,샤프트,주간,L2,B조,0.013071895424836602
2026-03-07,샤프트,주간,L2,C조,0.009523809523809525
2026-03-06,하우징,주간,L3,B조,0.024539877300613498
2026-03-20,하우징,주간,L3,B조,0.01652892561983471
2026-03-07,하우징,주간,L3,B조,0.019230769230769232
2026-03-17,기어,주간,L1,B조,0.024390243902439025
2026-03-13,하우징,야간,L3,A조,0.01948051948051948
2026-03-21,하우징,야간,L3,B조,0.021367521367521368
2026-03-21,샤프트,주간,L2,B조,0.017391304347826087
2026-03-19,기어,주간,L3,B조,0.01809954751131222
2026-03-28,기어,주간,L3,B조,0.024630541871921183
2026-03-07,브라켓,주간,L1,B조,0.008658008658008658
2026-03-17,기어,야간,L3,B조,0.0196078431372549
2026-03-13,기어,주간,L3,C조,0.021551724137931036
2026-03-17,브라켓,야간,L3,B조,0.042735042735042736
2026-03-05,브라켓,주간,L3,B조,0.015384615384615385
2026-03-10,샤프트,주간,L2,A조,0.016129032258064516
2026-03-30,브라켓,야간,L2,B조,0.01675977653631285
2026-03-25,샤프트,주간,L3,A조,0.011363636363636364
2026-03-14,브라켓,주간,L3,A조,0.023668639053254437
2026-03-04,샤프트,주간,L3,B조,0.020833333333333332
2026-03-21,기어,야간,L2,C조,0.02631578947368421
2026-03-10,브라켓,주간,L3,B조,0.0070921985815602835
2026-03-11,샤프트,야간,L3,A조,0.0223463687150838
2026-03-04,브라켓,야간,L3,C조,0.037815126050420166
2026-03-09,기어,야간,L3,A조,0.022222222222222223
2026-03-07,샤프트,야간,L3,C조,0.04184100418410042
2026-03-02,브라켓,야간,L2,A조,0.027522935779816515
2026-03-19,기어,야간,L3,B조,0.02242152466367713
2026-03-31,브라켓,주간,L3,C조,0.022727272727272728
2026-03-04,브라켓,야간,L2,B조,0.022727272727272728
2026-03-02,샤프트,야간,L3,B조,0.028169014084507043
2026-03-04,샤프트,주간,L3,B조,0.0423728813559322
2026-03-17,기어,야간,L1,B조,0.01951219512195122
